Product Category;Product Name;Review Date;Review Text;Sentiment;Marketplace;Username;review_text_id;Topic_r;Review;Measure_types;measure_counts;Count
Кофе;Кофе в зернах Tasty Coffee Натти, 1000 г;2024-07-14 21:00:00;"Вес товара, г: 1000, Единиц в одном товаре: 1, Название вкуса: НаттиАроматность:АроматныйКрепость:НормальныйВкус:Насыщенный
        Достоинства
       ок  
        Недостатки
       нет  
        Комментарий
       отличный коф";Positive;Ozon;tasty_coffee;45;{'Общая удовлетворенность'};" Название вкуса: НаттиАроматность:АроматныйКрепость:НормальныйВкус:Насыщенный
        Достоинства
       ок  
        Недостатки
       нет  
        Комментарий
       отличный коф";Вес товара, г:;1000;1
Кофе;Кофе в зернах Tasty Coffee Натти, 1000 г;2024-07-15 21:00:00;"Вес товара, г: 1000, Единиц в одном товаре: 1, Название вкуса: Натти ""Tasty Coffee
15 июля 2024
Добрый день, Ирина! В среднем на складе хранится кофе, обжаренный от 1 до 3 недель назад. Свежая партия этого лота поступила на склад сегодня.,,  
Прочитав в чате вышестоящее сообщение, заказал данное кофе в надежде получить кофе обжаренное максимум 3 недели назад. Доставили кофе с обжаркой месячной давности (16.06.24). Вывод...  Читать полностью";Negative;Ozon;tasty_coffee;6;{'Свежесть', 'Общая удовлетворенность'};" Название вкуса: Натти ""Tasty Coffee
15 июля 2024
Добрый день, Ирина! В среднем на складе хранится кофе, обжаренный от 1 до 3 недель назад. Свежая партия этого лота поступила на склад сегодня.,,  
Прочитав в чате вышестоящее сообщение, заказал данное кофе в надежде получить кофе обжаренное максимум 3 недели назад. Доставили кофе с обжаркой месячной давности (16.06.24). Вывод...  Читать полностью";Вес товара, г:;1000;1
Кофе;Кофе в зернах Tasty Coffee Натти, 1000 г;2024-07-09 21:00:00;Вес товара, г: 1000, Единиц в одном товаре: 1, Название вкуса: НаттиВкус:НасыщенныйАроматность:АроматныйКрепость:Нормальный Очень вкусный,берём не первый раз советуем;Positive;Ozon;tasty_coffee;61;{'Вкус', 'Общая удовлетворенность'}; Название вкуса: НаттиВкус:НасыщенныйАроматность:АроматныйКрепость:Нормальный Очень вкусный,берём не первый раз советуем;Вес товара, г:;1000;1
Кофе;Кофе в зернах Tasty Coffee Натти, 1000 г;2024-07-10 21:00:00;Вес товара, г: 1000, Единиц в одном товаре: 1, Название вкуса: НаттиВкус:НасыщенныйАроматность:АроматныйКрепость:Крепкий Классный! Не пью кофе без сливок, заказала в белой упаковке впервые. Довольна, как слон));Positive;Ozon;tasty_coffee;57;{'Общая удовлетворенность', 'Упаковка'}; Название вкуса: НаттиВкус:НасыщенныйАроматность:АроматныйКрепость:Крепкий Классный! Не пью кофе без сливок, заказала в белой упаковке впервые. Довольна, как слон));Вес товара, г:;1000;1
Кофе;Кофе в зернах Tasty Coffee Натти, 1000 г;2024-07-14 21:00:00;Вес товара, г: 1000, Единиц в одном товаре: 1, Название вкуса: НаттиКрепость:НормальныйВкус:НасыщенныйАроматность:Нормальный Вкусное кофе, для Латте самое то.;Positive;Ozon;tasty_coffee;87;{'Вкус', 'Общая удовлетворенность'}; Название вкуса: НаттиКрепость:НормальныйВкус:НасыщенныйАроматность:Нормальный Вкусное кофе, для Латте самое то.;Вес товара, г:;1000;1
Кофе;Кофе в зернах Tasty Coffee Натти, 1000 г;2024-07-09 21:00:00;Вес товара, г: 1000, Единиц в одном товаре: 1, Название вкуса: Натти Самый лучший кофе!;Positive;Ozon;tasty_coffee;34;{'Общая удовлетворенность'}; Название вкуса: Натти Самый лучший кофе!;Вес товара, г:;1000;1
Кофе;Кофе в зернах Tasty Coffee Натти, 1000 г;2024-07-08 21:00:00;Вес товара, г: 1000, Единиц в одном товаре: 1, Название вкуса: НаттиВкус:НасыщенныйКрепость:СлабыйАроматность:Ароматный Мой любимый кофе, мягкий насыщенный вкус без кислинки;Positive;Ozon;tasty_coffee;64;{'Вкус', 'Общая удовлетворенность', 'Крепость кофе'}; Название вкуса: НаттиВкус:НасыщенныйКрепость:СлабыйАроматность:Ароматный Мой любимый кофе, мягкий насыщенный вкус без кислинки;Вес товара, г:;1000;1
Кофе;Кофе в зернах Tasty Coffee Натти, 1000 г;2024-07-09 21:00:00;Вес товара, г: 1000, Единиц в одном товаре: 1, Название вкуса: НаттиВкус:НасыщенныйКрепость:НормальныйАроматность:Ароматный Впеоыйэе угостили этим кофеина работе. Очень понравилось. Решил себе тоже заказать.;Positive;Ozon;tasty_coffee;63;{'Общая удовлетворенность'}; Название вкуса: НаттиВкус:НасыщенныйКрепость:НормальныйАроматность:Ароматный Впеоыйэе угостили этим кофеина работе. Очень понравилось. Решил себе тоже заказать.;Вес товара, г:;1000;1
Кофе;Кофе в зернах Tasty Coffee Натти, 1000 г;2024-07-08 21:00:00;Вес товара, г: 1000, Единиц в одном товаре: 1, Название вкуса: НаттиКрепость:Нормальный Беру у этого обжарщика постоянно . Кофе всегда свежей  обжарки и замечательно качества. Рекомендую. Спасибо.;Positive;Ozon;tasty_coffee;74;{'Свежесть', 'Общая удовлетворенность', 'Консистенция'}; Название вкуса: НаттиКрепость:Нормальный Беру у этого обжарщика постоянно . Кофе всегда свежей  обжарки и замечательно качества. Рекомендую. Спасибо.;Вес товара, г:;1000;1
Кофе;Кофе в зернах Tasty Coffee Натти, 1000 г;2024-07-07 21:00:00;Вес товара, г: 1000, Единиц в одном товаре: 1, Название вкуса: НаттиВкус:НормальныйКрепость:НормальныйАроматность:Ароматный Товар соответствует описанию.;Neutral;Ozon;tasty_coffee;68;{'Общая удовлетворенность'}; Название вкуса: НаттиВкус:НормальныйКрепость:НормальныйАроматность:Ароматный Товар соответствует описанию.;Вес товара, г:;1000;1
Кофе;Кофе в зернах Tasty Coffee Натти, 1000 г;2024-07-07 21:00:00;Вес товара, г: 1000, Единиц в одном товаре: 1, Название вкуса: Натти Люблю кофе этой марки. Рекомендую;Positive;Ozon;tasty_coffee;22;{'Общая удовлетворенность'}; Название вкуса: Натти Люблю кофе этой марки. Рекомендую;Вес товара, г:;1000;1
Кофе;Кофе в зернах Tasty Coffee Натти, 1000 г;2024-07-08 21:00:00;Вес товара, г: 1000, Единиц в одном товаре: 1, Название вкуса: НаттиКрепость:НормальныйАроматность:НормальныйВкус:Насыщенный Пью только тести кофе, друг;Positive;Ozon;tasty_coffee;80;{'Общая удовлетворенность'}; Название вкуса: НаттиКрепость:НормальныйАроматность:НормальныйВкус:Насыщенный Пью только тести кофе, друг;Вес товара, г:;1000;1
Кофе;Кофе в зернах Tasty Coffee Натти, 1000 г;2024-07-06 21:00:00;Вес товара, г: 1000, Единиц в одном товаре: 1, Название вкуса: НаттиКрепость:НормальныйАроматность:АроматныйВкус:Насыщенный Лучший кофе, беру не в первый раз. Надеюсь, что он вернется;Positive;Ozon;tasty_coffee;77;{'Общая удовлетворенность'}; Название вкуса: НаттиКрепость:НормальныйАроматность:АроматныйВкус:Насыщенный Лучший кофе, беру не в первый раз. Надеюсь, что он вернется;Вес товара, г:;1000;1
Кофе;Кофе в зернах Tasty Coffee Натти, 1000 г;2024-07-06 21:00:00;Вес товара, г: 1000, Единиц в одном товаре: 1, Название вкуса: НаттиВкус:НасыщенныйАроматность:АроматныйКрепость:Крепкий Хорошее качест;Positive;Ozon;tasty_coffee;58;{'Общая удовлетворенность'}; Название вкуса: НаттиВкус:НасыщенныйАроматность:АроматныйКрепость:Крепкий Хорошее качест;Вес товара, г:;1000;1
Кофе;Кофе в зернах Tasty Coffee Натти, 1000 г;2024-07-07 21:00:00;Вес товара, г: 1000, Единиц в одном товаре: 1, Название вкуса: НаттиКрепость:КрепкийАроматность:АроматныйВкус:Насыщенный Очень хороший кофе, беру не первый раз.;Positive;Ozon;tasty_coffee;72;{'Общая удовлетворенность'}; Название вкуса: НаттиКрепость:КрепкийАроматность:АроматныйВкус:Насыщенный Очень хороший кофе, беру не первый раз.;Вес товара, г:;1000;1
Кофе;Кофе в зернах Tasty Coffee Натти, 1000 г;2024-07-09 21:00:00;Вес товара, г: 1000, Единиц в одном товаре: 1, Название вкуса: НаттиАроматность:НормальныйВкус:БезвкусныйКрепость:Слабый Заказывали кофе еще в мае, до отзыва руки дошли только сейчас. Брали у этого производителя другой сорт кофе, в маленькой упаковке и все было отлично. Решили взять большую упаковку, данного сорта… Какая же это была ошибка.. (Кофе используем для кофемашины). Так вот, после того, как сделала первую кружку и выпила утром, прийдя на работу, мне стало плохо...  Читать полностью;Negative;Ozon;tasty_coffee;51;{'Вкус', 'Общая удовлетворенность', 'Упаковка', 'Размер порции'}; Название вкуса: НаттиАроматность:НормальныйВкус:БезвкусныйКрепость:Слабый Заказывали кофе еще в мае, до отзыва руки дошли только сейчас. Брали у этого производителя другой сорт кофе, в маленькой упаковке и все было отлично. Решили взять большую упаковку, данного сорта… Какая же это была ошибка.. (Кофе используем для кофемашины). Так вот, после того, как сделала первую кружку и выпила утром, прийдя на работу, мне стало плохо...  Читать полностью;Вес товара, г:;1000;1
Кофе;Кофе в зернах Tasty Coffee Натти, 1000 г;2024-07-04 21:00:00;"Вес товара, г: 1000, Единиц в одном товаре: 1, Название вкуса: Натти
        Достоинства
       Лучший";Positive;Ozon;tasty_coffee;2;{'Общая удовлетворенность'};" Название вкуса: Натти
        Достоинства
       Лучший";Вес товара, г:;1000;1
Кофе;Кофе в зернах Tasty Coffee Натти, 1000 г;2024-07-06 21:00:00;Вес товара, г: 1000, Единиц в одном товаре: 1, Название вкуса: НаттиКрепость:НормальныйВкус:НасыщенныйАроматность:Ароматный Отличный кофе. Не зря купил по отзывам. Обжарка хорошая.;Positive;Ozon;tasty_coffee;83;{'Вкус', 'Общая удовлетворенность'}; Название вкуса: НаттиКрепость:НормальныйВкус:НасыщенныйАроматность:Ароматный Отличный кофе. Не зря купил по отзывам. Обжарка хорошая.;Вес товара, г:;1000;1
Кофе;Кофе в зернах Tasty Coffee Натти, 1000 г;2024-07-04 21:00:00;"Вес товара, г: 1000, Единиц в одном товаре: 1, Название вкуса: Натти
        Достоинства
       Жене нравиться";Positive;Ozon;tasty_coffee;1;{'Общая удовлетворенность'};" Название вкуса: Натти
        Достоинства
       Жене нравиться";Вес товара, г:;1000;1
Кофе;Кофе в зернах Tasty Coffee Натти, 1000 г;2024-07-05 21:00:00;Вес товара, г: 1000, Единиц в одном товаре: 1, Название вкуса: Натти Отличный кофе! Беру второй раз.;Positive;Ozon;tasty_coffee;23;{'Общая удовлетворенность'}; Название вкуса: Натти Отличный кофе! Беру второй раз.;Вес товара, г:;1000;1
Кофе;Кофе в зернах Tasty Coffee Натти, 1000 г;2024-07-03 21:00:00;"Вес товара, г: 1000, Единиц в одном товаре: 1, Название вкуса: НаттиАроматность:АроматныйКрепость:НормальныйВкус:Нормальный Хороший, насыщенный, мягкий кофе. Обжарка равномерная, к самим зернам нареканий ноль.
Спасибо Perfetto и его таблице.";Positive;Ozon;tasty_coffee;50;{'Общая удовлетворенность', 'Свежесть', 'Консистенция', 'Крепость кофе', 'Вкус'};" Название вкуса: НаттиАроматность:АроматныйКрепость:НормальныйВкус:Нормальный Хороший, насыщенный, мягкий кофе. Обжарка равномерная, к самим зернам нареканий ноль.
Спасибо Perfetto и его таблице.";Вес товара, г:;1000;1
Кофе;Кофе в зернах Tasty Coffee Натти, 1000 г;2024-07-05 21:00:00;Вес товара, г: 1000, Единиц в одном товаре: 1, Название вкуса: НаттиКрепость:НормальныйАроматность:АроматныйВкус:Насыщенный Второй раз заказываем. Очень вкусный коф;Positive;Ozon;tasty_coffee;76;{'Вкус', 'Общая удовлетворенность'}; Название вкуса: НаттиКрепость:НормальныйАроматность:АроматныйВкус:Насыщенный Второй раз заказываем. Очень вкусный коф;Вес товара, г:;1000;1
Кофе;Кофе в зернах Tasty Coffee Натти, 1000 г;2024-08-02 21:00:00;Вес товара, г: 1000, Единиц в одном товаре: 1, Название вкуса: НаттиКрепость:НормальныйВкус:НасыщенныйАроматность:Ароматный Вкусный ароматный кофе. Под молочко самое оно. Обжарка две недели.     00:20;Positive;Ozon;tasty_coffee;81;{'Вкус', 'Аромат', 'Свежесть'}; Название вкуса: НаттиКрепость:НормальныйВкус:НасыщенныйАроматность:Ароматный Вкусный ароматный кофе. Под молочко самое оно. Обжарка две недели.     00:20;Вес товара, г:;1000;1
Кофе;Кофе в зернах Tasty Coffee Натти, 1000 г;2024-07-21 21:00:00;Вес товара, г: 1000, Единиц в одном товаре: 1, Название вкуса: НаттиАроматность:НормальныйКрепость:НормальныйВкус:Нормальный Удивила дата обжарки, в три раза больше, чем предыдущая покупка.;Negative;Ozon;tasty_coffee;55;{'Свежесть'}; Название вкуса: НаттиАроматность:НормальныйКрепость:НормальныйВкус:Нормальный Удивила дата обжарки, в три раза больше, чем предыдущая покупка.;Вес товара, г:;1000;1
Кофе;Кофе в зернах Tasty Coffee Натти, 1000 г;2024-07-19 21:00:00;Вес товара, г: 1000, Единиц в одном товаре: 1, Название вкуса: НаттиАроматность:НормальныйВкус:НормальныйКрепость:Слабый Свежая дата обжарки, приятный запах. Не крепкий. Но не совсем соответствует описанию - ощутимо горчит;Positive;Ozon;tasty_coffee;54;{'Свежесть', 'Аромат', 'Крепость кофе', 'Вкус', 'Послевкусие'}; Название вкуса: НаттиАроматность:НормальныйВкус:НормальныйКрепость:Слабый Свежая дата обжарки, приятный запах. Не крепкий. Но не совсем соответствует описанию - ощутимо горчит;Вес товара, г:;1000;1
Кофе;Кофе в зернах Tasty Coffee Натти, 1000 г;2024-07-04 21:00:00;"Вес товара, г: 1000, Единиц в одном товаре: 1, Название вкуса: Натти
        Недостатки
       Срок обжарки впритык ,хотелось бы свеж";Negative;Ozon;tasty_coffee;5;{'Свежесть'};" Название вкуса: Натти
        Недостатки
       Срок обжарки впритык ,хотелось бы свеж";Вес товара, г:;1000;1
Кофе;Кофе в зернах Tasty Coffee Натти, 1000 г;2024-08-06 21:00:00;Вес товара, г: 1000, Единиц в одном товаре: 1, Название вкуса: НаттиВкус:НормальныйКрепость:НормальныйАроматность:Нормальный Как будто разбавленный получается, нет насыщенности. Упаковка отличная.;Negative;Ozon;tasty_coffee;69;{'Вкус', 'Упаковка', 'Крепость кофе'}; Название вкуса: НаттиВкус:НормальныйКрепость:НормальныйАроматность:Нормальный Как будто разбавленный получается, нет насыщенности. Упаковка отличная.;Вес товара, г:;1000;1
Кофе;Кофе в зернах Tasty Coffee Натти, 1000 г;2024-08-03 21:00:00;"Вес товара, г: 1000, Единиц в одном товаре: 1, Название вкуса: НаттиВкус:НормальныйКрепость:НормальныйАроматность:Ароматный
        Достоинства
       Вкус, аромат, сам кофе  
        Недостатки
       Упаковка при дост";Positive;Ozon;tasty_coffee;66;{'Вкус', 'Аромат'};" Название вкуса: НаттиВкус:НормальныйКрепость:НормальныйАроматность:Ароматный
        Достоинства
       Вкус, аромат, сам кофе  
        Недостатки
       Упаковка при дост";Вес товара, г:;1000;1
Кофе;Кофе в зернах Tasty Coffee Натти, 1000 г;2024-08-01 21:00:00;Вес товара, г: 1000, Единиц в одном товаре: 1, Название вкуса: Натти Самый вкусный;Positive;Ozon;tasty_coffee;33;{'Вкус'}; Название вкуса: Натти Самый вкусный;Вес товара, г:;1000;1
Кофе;Кофе в зернах Tasty Coffee Натти, 1000 г;2024-08-05 21:00:00;"Вес товара, г: 1000, Единиц в одном товаре: 1, Название вкуса: Натти
        Достоинства
       вкус  
        Недостатки
       очень долгая дост";Positive;Ozon;tasty_coffee;3;{'Вкус'};" Название вкуса: Натти
        Достоинства
       вкус  
        Недостатки
       очень долгая дост";Вес товара, г:;1000;1
Кофе;Кофе в зернах Tasty Coffee Натти, 1000 г;2024-07-23 21:00:00;"Вес товара, г: 1000, Единиц в одном товаре: 1, Название вкуса: НаттиАроматность:АроматныйВкус:НормальныйКрепость:Нормальный
        Достоинства
       Не кислый, ароматный";Positive;Ozon;tasty_coffee;42;{'Вкус', 'Аромат'};" Название вкуса: НаттиАроматность:АроматныйВкус:НормальныйКрепость:Нормальный
        Достоинства
       Не кислый, ароматный";Вес товара, г:;1000;1
Кофе;Кофе в зернах Tasty Coffee Натти, 1000 г;2024-07-31 21:00:00;"Вес товара, г: 1000, Единиц в одном товаре: 1, Название вкуса: НаттиВкус:НормальныйКрепость:СлабыйАроматность:Нормальный
        Достоинства
       вкусное  
        Недостатки
       не бодрит";Positive;Ozon;tasty_coffee;70;{'Вкус'};" Название вкуса: НаттиВкус:НормальныйКрепость:СлабыйАроматность:Нормальный
        Достоинства
       вкусное  
        Недостатки
       не бодрит";Вес товара, г:;1000;1
Кофе;Кофе в зернах Tasty Coffee Натти, 1000 г;2024-07-18 21:00:00;Вес товара, г: 1000, Единиц в одном товаре: 1, Название вкуса: Натти Очень вкусный коф;Positive;Ozon;tasty_coffee;25;{'Вкус'}; Название вкуса: Натти Очень вкусный коф;Вес товара, г:;1000;1
Кофе;Кофе в зернах Tasty Coffee Натти, 1000 г;2024-07-18 21:00:00;Вес товара, г: 1000, Единиц в одном товаре: 1, Название вкуса: Натти Приятный вкус и запах;Positive;Ozon;tasty_coffee;29;{'Вкус', 'Аромат'}; Название вкуса: Натти Приятный вкус и запах;Вес товара, г:;1000;1
Кофе;Кофе в зернах Tasty Coffee Натти, 1000 г;2024-07-17 21:00:00;Вес товара, г: 1000, Единиц в одном товаре: 1, Название вкуса: Натти Самое вкусное коф;Positive;Ozon;tasty_coffee;32;{'Вкус'}; Название вкуса: Натти Самое вкусное коф;Вес товара, г:;1000;1
Кофе;Кофе в зернах Tasty Coffee Натти, 1000 г;2024-07-17 21:00:00;Вес товара, г: 1000, Единиц в одном товаре: 1, Название вкуса: НаттиВкус:НасыщенныйАроматность:АроматныйКрепость:Нормальный И действительно достаточно вкусный и ароматный кофе.;Positive;Ozon;tasty_coffee;60;{'Вкус', 'Аромат'}; Название вкуса: НаттиВкус:НасыщенныйАроматность:АроматныйКрепость:Нормальный И действительно достаточно вкусный и ароматный кофе.;Вес товара, г:;1000;1
Кофе;Кофе в зернах Tasty Coffee Натти, 1000 г;2024-07-14 21:00:00;Вес товара, г: 1000, Единиц в одном товаре: 1, Название вкуса: Натти Прекрасный вкус!;Positive;Ozon;tasty_coffee;28;{'Вкус'}; Название вкуса: Натти Прекрасный вкус!;Вес товара, г:;1000;1
Кофе;Кофе в зернах Tasty Coffee Натти, 1000 г;2024-07-14 21:00:00;Вес товара, г: 1000, Единиц в одном товаре: 1, Название вкуса: НаттиКрепость:НормальныйАроматность:АроматныйВкус:Насыщенный Шикарный вкус с нулевой кислинкой;Positive;Ozon;tasty_coffee;78;{'Вкус'}; Название вкуса: НаттиКрепость:НормальныйАроматность:АроматныйВкус:Насыщенный Шикарный вкус с нулевой кислинкой;Вес товара, г:;1000;1
Кофе;Кофе в зернах Tasty Coffee Натти, 1000 г;2024-07-14 21:00:00;Вес товара, г: 1000, Единиц в одном товаре: 1, Название вкуса: НаттиКрепость:НормальныйВкус:НормальныйАроматность:Ароматный Вкусный кофе, но пришел без упаковки и невероятно грязный, просто весь обмазанный чем-то коричневым....;Positive;Ozon;tasty_coffee;90;{'Вкус', 'Упаковка'}; Название вкуса: НаттиКрепость:НормальныйВкус:НормальныйАроматность:Ароматный Вкусный кофе, но пришел без упаковки и невероятно грязный, просто весь обмазанный чем-то коричневым....;Вес товара, г:;1000;1
Кофе;Кофе в зернах Tasty Coffee Натти, 1000 г;2024-07-10 21:00:00;Вес товара, г: 1000, Единиц в одном товаре: 1, Название вкуса: Натти Очень горчит;Negative;Ozon;tasty_coffee;26;{'Вкус'}; Название вкуса: Натти Очень горчит;Вес товара, г:;1000;1
Кофе;Кофе в зернах Tasty Coffee Натти, 1000 г;2024-07-10 21:00:00;Вес товара, г: 1000, Единиц в одном товаре: 1, Название вкуса: НаттиКрепость:КрепкийВкус:НасыщенныйАроматность:Ароматный Очень вкусный коф;Positive;Ozon;tasty_coffee;73;{'Вкус'}; Название вкуса: НаттиКрепость:КрепкийВкус:НасыщенныйАроматность:Ароматный Очень вкусный коф;Вес товара, г:;1000;1
Кофе;Кофе в зернах Tasty Coffee Натти, 1000 г;2024-07-10 21:00:00;"Вес товара, г: 1000, Единиц в одном товаре: 1, Название вкуса: Натти
        Достоинства
       Вкуснейший кофе!";Positive;Ozon;tasty_coffee;0;{'Вкус'};" Название вкуса: Натти
        Достоинства
       Вкуснейший кофе!";Вес товара, г:;1000;1
Кофе;Кофе в зернах Tasty Coffee Натти, 1000 г;2024-07-05 21:00:00;Вес товара, г: 1000, Единиц в одном товаре: 1, Название вкуса: НаттиКрепость:НормальныйВкус:НасыщенныйАроматность:Ароматный Очень вкус;Positive;Ozon;tasty_coffee;84;{'Вкус'}; Название вкуса: НаттиКрепость:НормальныйВкус:НасыщенныйАроматность:Ароматный Очень вкус;Вес товара, г:;1000;1
Кофе;Кофе в зернах Tasty Coffee Натти, 1000 г;2024-07-04 21:00:00;Вес товара, г: 1000, Единиц в одном товаре: 1, Название вкуса: Натти Приятный вкус,не горький);Positive;Ozon;tasty_coffee;30;{'Вкус'}; Название вкуса: Натти Приятный вкус,не горький);Вес товара, г:;1000;1
Кофе;Кофе в зернах Tasty Coffee Бразилия Серрадо, 250 г;2024-08-06 21:00:00;"Вес товара, г: 250, Единиц в одном товаре: 1, Название вкуса: Бразилия СеррадоКрепость:НормальныйВкус:НасыщенныйАроматность:Ароматный
        Достоинства
       Ароматный кофе. Очень приятный вкус. 
Заказала еще, но другой.
спасибо за качественный кофе!!";Positive;Ozon;tasty_coffee;283;{'Вкус', 'Аромат', 'Общая удовлетворенность'};" Название вкуса: Бразилия СеррадоКрепость:НормальныйВкус:НасыщенныйАроматность:Ароматный
        Достоинства
       Ароматный кофе. Очень приятный вкус. 
Заказала еще, но другой.
спасибо за качественный кофе!!";Вес товара, г:;250;1
Кофе;Кофе в зернах Tasty Coffee Бразилия Серрадо, 250 г;2024-08-04 21:00:00;Вес товара, г: 250, Единиц в одном товаре: 1, Название вкуса: Бразилия СеррадоВкус:НормальныйАроматность:НормальныйКрепость:Слабый Заявленного вкуса не почувствовал. Зерна, после вскрытия, практически не пахнут. Аромата кофе нет. Второй раз уже точно не закажу.;Negative;Ozon;tasty_coffee;271;{'Вкус', 'Аромат', 'Свежесть', 'Общая удовлетворенность'}; Название вкуса: Бразилия СеррадоВкус:НормальныйАроматность:НормальныйКрепость:Слабый Заявленного вкуса не почувствовал. Зерна, после вскрытия, практически не пахнут. Аромата кофе нет. Второй раз уже точно не закажу.;Вес товара, г:;250;1
Кофе;Кофе в зернах Tasty Coffee Бразилия Серрадо, 250 г;2024-08-06 21:00:00;"Вес товара, г: 250, Единиц в одном товаре: 1, Название вкуса: Бразилия СеррадоАроматность:Без запахаВкус:НормальныйКрепость:Нормальный
        Достоинства
       Зерно выглядит отлично,все размерное,прожарка равномерная,средняя  
        Недостатки
       По моему,черезчур перехвалено. Аромат слабый. Указана средняя кислотность,но для меня кофе кисловат";Negative;Ozon;tasty_coffee;260;{'Общая удовлетворенность', 'Свежесть', 'Консистенция', 'Аромат', 'Вкус'};" Название вкуса: Бразилия СеррадоАроматность:Без запахаВкус:НормальныйКрепость:Нормальный
        Достоинства
       Зерно выглядит отлично,все размерное,прожарка равномерная,средняя  
        Недостатки
       По моему,черезчур перехвалено. Аромат слабый. Указана средняя кислотность,но для меня кофе кисловат";Вес товара, г:;250;1
Кофе;Кофе в зернах Tasty Coffee Бразилия Серрадо, 250 г;2024-08-04 21:00:00;"Вес товара, г: 250, Единиц в одном товаре: 1, Название вкуса: Бразилия Серрадо Заказал в конце июля, пришло в начале августа. На пачке дата обжарки - 15.06.24 и предупреждение, что кофе лучше употребить в течении 2-х месяцев после обжарки. Выходит, что мне на употребление осталось дней десять. За косяки с датами минус две звезды...

Кофе неплохой. Лично я разницы между Эгоистом Капитан и этим не почувствовал.";Neutral;Ozon;tasty_coffee;210;{'Общая удовлетворенность', 'Свежесть', 'Упаковка', 'Вкус', 'Удобство'};" Название вкуса: Бразилия Серрадо Заказал в конце июля, пришло в начале августа. На пачке дата обжарки - 15.06.24 и предупреждение, что кофе лучше употребить в течении 2-х месяцев после обжарки. Выходит, что мне на употребление осталось дней десять. За косяки с датами минус две звезды...

Кофе неплохой. Лично я разницы между Эгоистом Капитан и этим не почувствовал.";Вес товара, г:;250;1
Кофе;Кофе в зернах Tasty Coffee Бразилия Серрадо, 250 г;2024-08-03 21:00:00;Вес товара, г: 250, Единиц в одном товаре: 1, Название вкуса: Бразилия СеррадоАроматность:АроматныйКрепость:НормальныйВкус:Насыщенный Ну, тут говорить нечего, это тести кофе, такой можно и напрямую заказать (немного свежее будет , но тут дешевле ) мне приехал примерно месячный кофе, что допустим;Positive;Ozon;tasty_coffee;258;{'Общая удовлетворенность', 'Свежесть', 'Цена', 'Вкус', 'Удобство'}; Название вкуса: Бразилия СеррадоАроматность:АроматныйКрепость:НормальныйВкус:Насыщенный Ну, тут говорить нечего, это тести кофе, такой можно и напрямую заказать (немного свежее будет , но тут дешевле ) мне приехал примерно месячный кофе, что допустим;Вес товара, г:;250;1
Кофе;Кофе в зернах Tasty Coffee Бразилия Серрадо, 250 г;2024-08-03 21:00:00;Вес товара, г: 250, Единиц в одном товаре: 1, Название вкуса: Бразилия СеррадоКрепость:НормальныйАроматность:НормальныйВкус:Нормальный Ожидала вкус такой как в описании;Neutral;Ozon;tasty_coffee;281;{'Вкус'}; Название вкуса: Бразилия СеррадоКрепость:НормальныйАроматность:НормальныйВкус:Нормальный Ожидала вкус такой как в описании;Вес товара, г:;250;1
Кофе;Кофе в зернах Tasty Coffee Бразилия Серрадо, 250 г;2024-08-04 21:00:00;Вес товара, г: 250, Единиц в одном товаре: 1, Название вкуса: Бразилия Серрадо Хорошая обжарка, ровная. Вкус кофе- на любителя. Кислотность -средняя. Доставка быстрая. Свежий. Два года покупаю в компании Tasty Koffee разные сорта. Стабильно хорошее качество. Рекомендую настоятельно. Спасибо сотрудникам!;Neutral;Ozon;tasty_coffee;241;{'Общая удовлетворенность', 'Свежесть', 'Консистенция', 'Вкус', 'Удобство'}; Название вкуса: Бразилия Серрадо Хорошая обжарка, ровная. Вкус кофе- на любителя. Кислотность -средняя. Доставка быстрая. Свежий. Два года покупаю в компании Tasty Koffee разные сорта. Стабильно хорошее качество. Рекомендую настоятельно. Спасибо сотрудникам!;Вес товара, г:;250;1
Кофе;Кофе в зернах Tasty Coffee Бразилия Серрадо, 250 г;2024-08-02 21:00:00;Вес товара, г: 250, Единиц в одном товаре: 1, Название вкуса: Бразилия СеррадоКрепость:СлабыйАроматность:НормальныйВкус:Безвкусный Очень разочарован! Все рекомендовали, а вкус оказался так себе!;Negative;Ozon;tasty_coffee;291;{'Вкус', 'Общая удовлетворенность'}; Название вкуса: Бразилия СеррадоКрепость:СлабыйАроматность:НормальныйВкус:Безвкусный Очень разочарован! Все рекомендовали, а вкус оказался так себе!;Вес товара, г:;250;1
